2016-05-24,115.159.81.113,1702942
2016-05-24,114.55.31.45,574519
2016-05-24,210.209.127.72,463719
2016-05-24,114.55.38.41,265118
2016-05-24,23.120.251.154,221459
2016-05-24,14.29.54.89,214118
2016-05-24,43.230.113.119,191733
2016-05-24,61.160.222.53,179914
2016-05-24,112.124.4.234,178158
2016-05-24,125.77.21.147,147339
2016-05-24,14.17.92.3,123782
2016-05-24,172.106.18.199,119884
2016-05-24,121.12.117.11,98496
2016-05-24,192.168.0.1,98075
2016-05-24,45.116.145.84,93396
2016-05-24,116.31.118.68,90014
2016-05-24,86.86.85.123,88023
2016-05-24,176.23.51.17,87750
2016-05-24,183.232.181.235,80761
2016-05-24,119.147.101.73,79680
2016-05-24,112.83.192.43,79265
2016-05-24,123.56.82.78,79195
2016-05-24,119.63.44.134,79167
2016-05-24,176.251.118.254,77498
2016-05-24,171.116.73.6,76719
